id,nama,kategori,stok,harga,status
PRD-04113,Diamond Set,Olahraga,0,1935000.00,out_of_stock
PRD-09276,Premium Snack,Peralatan,363,2028000.00,active
PRD-04114,Diamond Jacket,Pakaian,332,264000.00,active
PRD-09277,Ultra Case,Peralatan,245,2176000.00,active
PRD-04115,Royal Shirt,Minuman,146,21000.00,active
PRD-09278,Elite Charger,Olahraga,222,1956000.00,active
PRD-04116,Digital Cup,Makanan,581,37000.00,active
PRD-09279,Ultra Device,Peralatan,132,1293000.00,active
PRD-04117,Elite Case,Peralatan,275,648000.00,active
PRD-04118,Royal Pants,Elektronik,62,1752000.00,active
PRD-04119,Royal Snack,Makanan,233,47000.00,active
PRD-08200,Ultra Ball,Pakaian,768,93000.00,active
PRD-08201,Classic Speaker,Peralatan,750,1825000.00,active
PRD-08202,Digital Rice,Minuman,708,24000.00,active
PRD-08203,Silver Rice,Makanan,301,82000.00,active
PRD-08204,Royal Cup,Elektronik,958,6708000.00,active
PRD-08205,Golden Racket,Elektronik,282,5324000.00,active
PRD-08206,Smart Charger,Minuman,121,29000.00,active
PRD-08207,Royal Mat,Makanan,0,34000.00,out_of_stock
PRD-05190,Digital Keyboard,Elektronik,852,6566000.00,active
PRD-08208,Royal Gadget,Pakaian,633,493000.00,active
PRD-05191,Royal Case,Elektronik,974,5888000.00,active
PRD-08209,Silver Box,Olahraga,732,3104000.00,active
PRD-05192,Ultra Bag,Elektronik,917,7824000.00,active
PRD-00030,Mini Jacket,Peralatan,991,1716000.00,active
PRD-05193,Mega Kit,Peralatan,556,966000.00,active
PRD-00031,Digital Kit,Peralatan,715,214000.00,active
PRD-05194,Ultra Kit,Peralatan,616,1456000.00,active
PRD-00032,Royal Ball,Olahraga,403,3202000.00,active
PRD-05195,Ultra Monitor,Peralatan,0,1750000.00,out_of_stock
PRD-00033,Ultra Mouse,Peralatan,849,1342000.00,active
PRD-05196,Smart Mouse,Elektronik,628,3720000.00,active
PRD-00034,Digital Cup,Minuman,20,31000.00,active
PRD-05197,Super Mat,Pakaian,21,74000.00,active
PRD-00035,Diamond Bag,Peralatan,462,1002000.00,active
PRD-05198,Mini Keyboard,Elektronik,766,9422000.00,active
PRD-00036,Super Box,Elektronik,0,1655000.00,out_of_stock
PRD-05199,Premium Drink,Makanan,680,24000.00,active
PRD-00037,Smart Rice,Makanan,1000,15000.00,active
PRD-09280,Royal Ball,Peralatan,894,1526000.00,discontinued
PRD-00038,Pro Speaker,Elektronik,651,4405000.00,active
PRD-09281,Eco Gadget,Minuman,816,33000.00,active
PRD-00039,Smart Drink,Elektronik,228,6430000.00,active
PRD-09282,Super Ball,Elektronik,119,3005000.00,active
PRD-04120,Elite Jar,Pakaian,112,399000.00,active
PRD-09283,Classic Jar,Pakaian,742,332000.00,active
PRD-04121,Eco Gadget,Pakaian,985,199000.00,active
PRD-09284,Digital Shirt,Minuman,10,10000.00,active
PRD-04122,Premium Pants,Elektronik,0,1890000.00,out_of_stock
PRD-09285,Natural Mouse,Olahraga,52,2251000.00,active
PRD-04123,Digital Box,Peralatan,119,528000.00,discontinued
PRD-09286,Diamond Pants,Minuman,138,49000.00,active
PRD-04124,Golden Kit,Olahraga,23,963000.00,active
PRD-09287,Royal Device,Olahraga,473,2436000.00,active
PRD-04125,Natural Kit,Makanan,498,81000.00,active
PRD-09288,Premium Case,Makanan,61,51000.00,active
PRD-04126,Fresh Bag,Pakaian,390,358000.00,active
PRD-09289,Super Case,Elektronik,29,1281000.00,active
PRD-04127,Mega Tube,Elektronik,394,6014000.00,active
PRD-04128,Original Mouse,Makanan,272,96000.00,active
PRD-04129,Prime Case,Pakaian,769,468000.00,active
PRD-08210,Royal Speaker,Olahraga,0,928000.00,out_of_stock
PRD-08211,Smart Pants,Elektronik,462,9636000.00,active
PRD-08212,Smart Bottle,Minuman,553,18000.00,active
PRD-08213,Pro Widget,Olahraga,2,1428000.00,active
PRD-08214,Silver Shirt,Peralatan,476,1940000.00,active
PRD-08215,Prime Tube,Minuman,51,35000.00,active
PRD-08216,Classic Drink,Elektronik,240,4374000.00,active
PRD-08217,Diamond Speaker,Makanan,219,93000.00,active
PRD-08218,Mega Ball,Pakaian,931,293000.00,active
PRD-08219,Mega Bag,Pakaian,398,144000.00,active
PRD-00040,Silver Speaker,Makanan,50,60000.00,active
PRD-00041,Pro Ball,Elektronik,0,2894000.00,out_of_stock
PRD-00042,Prime Tool,Elektronik,860,7616000.00,active
PRD-00043,Pro Pack,Minuman,539,22000.00,active
PRD-00044,Original Pack,Olahraga,374,2231000.00,discontinued
PRD-00045,Prime Widget,Peralatan,106,1496000.00,active
PRD-00046,Pro Pack,Olahraga,736,2500000.00,active
PRD-00047,Digital Box,Makanan,875,95000.00,active
PRD-09290,Prime Mouse,Minuman,990,45000.00,active
PRD-00048,Silver Cable,Makanan,369,53000.00,active
PRD-09291,Ultra Drink,Peralatan,933,1742000.00,active
PRD-00049,Silver Racket,Peralatan,534,574000.00,active
PRD-09292,Mini Gadget,Elektronik,469,5220000.00,active
PRD-04130,Pro Bottle,Pakaian,911,63000.00,active
PRD-09293,Mega Kit,Pakaian,582,89000.00,active
PRD-04131,Max Box,Minuman,463,13000.00,active
PRD-09294,Pro Cup,Peralatan,0,1960000.00,out_of_stock
PRD-04132,Diamond Mat,Elektronik,426,9575000.00,discontinued
PRD-09295,Royal Shirt,Peralatan,50,1646000.00,active
PRD-04133,Elite Mouse,Pakaian,34,348000.00,discontinued
PRD-09296,Max Racket,Makanan,976,77000.00,active
PRD-04134,Natural Monitor,Makanan,692,49000.00,active
PRD-09297,Silver Cable,Olahraga,611,2113000.00,active
PRD-04135,Golden Shirt,Peralatan,365,309000.00,active
PRD-09298,Smart Mouse,Pakaian,436,403000.00,active
PRD-04136,Mini Set,Makanan,713,87000.00,active
PRD-09299,Pro Widget,Olahraga,387,647000.00,active
PRD-04137,Smart Shirt,Olahraga,426,2931000.00,active
PRD-04138,Premium Cable,Elektronik,212,8530000.00,active
PRD-04139,Mini Keyboard,Olahraga,556,1983000.00,active
PRD-08220,Elite Snack,Peralatan,220,602000.00,discontinued
PRD-08221,Digital Monitor,Minuman,882,20000.00,active
PRD-08222,Royal Pants,Pakaian,642,449000.00,active
PRD-08223,Mega Keyboard,Olahraga,646,1995000.00,active
PRD-08224,Premium Mouse,Elektronik,80,5917000.00,active
PRD-08225,Premium Speaker,Makanan,710,53000.00,active
PRD-08226,Diamond Drink,Elektronik,917,5138000.00,active
PRD-08227,Golden Rice,Minuman,891,45000.00,active
PRD-08228,Silver Cup,Minuman,772,38000.00,active
PRD-08229,Prime Set,Pakaian,329,375000.00,active
PRD-00050,Eco Pants,Minuman,920,21000.00,active
PRD-00051,Mega Cup,Makanan,734,27000.00,active
PRD-00052,Mega Case,Minuman,383,21000.00,active
PRD-00053,Max Jacket,Minuman,452,12000.00,active
PRD-00054,Super Jar,Elektronik,39,7811000.00,active
PRD-00055,Digital Racket,Peralatan,376,1830000.00,active
PRD-00056,Premium Box,Olahraga,764,1678000.00,active
PRD-00057,Smart Bottle,Pakaian,209,84000.00,active
PRD-00058,Natural Racket,Olahraga,73,1357000.00,active
PRD-00059,Elite Jar,Olahraga,489,2580000.00,active
PRD-04140,Diamond Monitor,Makanan,449,21000.00,active
PRD-04141,Silver Pants,Pakaian,247,178000.00,active
PRD-04142,Ultra Bag,Makanan,6,91000.00,active
PRD-04143,Elite Mat,Minuman,170,39000.00,discontinued
PRD-04144,Silver Gadget,Olahraga,937,1497000.00,active
PRD-04145,Original Jacket,Pakaian,693,145000.00,active
PRD-04146,Royal Mat,Makanan,738,45000.00,active
PRD-04147,Silver Mat,Makanan,602,17000.00,active
PRD-04148,Diamond Case,Pakaian,609,117000.00,active
PRD-04149,Mega Tube,Olahraga,365,2448000.00,active
PRD-08230,Mega Ball,Peralatan,33,2093000.00,active
PRD-08231,Digital Mat,Olahraga,0,2688000.00,out_of_stock
PRD-08232,Max Device,Peralatan,135,2121000.00,active
PRD-08233,Pro Kit,Makanan,449,38000.00,active
PRD-08234,Natural Glove,Olahraga,772,2390000.00,active
PRD-08235,Mini Monitor,Elektronik,891,2649000.00,active
PRD-08236,Eco Charger,Pakaian,380,183000.00,active
PRD-08237,Super Device,Peralatan,736,465000.00,active
PRD-08238,Diamond Set,Elektronik,533,7569000.00,active
PRD-08239,Digital Ball,Elektronik,662,2543000.00,active
PRD-00060,Diamond Ball,Peralatan,977,1790000.00,active
PRD-00061,Max Speaker,Elektronik,9,5363000.00,active
PRD-00062,Max Kit,Pakaian,0,481000.00,out_of_stock
PRD-00063,Natural Widget,Peralatan,0,2164000.00,out_of_stock
PRD-00064,Classic Bottle,Pakaian,115,359000.00,active
PRD-00065,Mini Drink,Pakaian,947,407000.00,active
PRD-00066,Pro Drink,Olahraga,756,2874000.00,active
PRD-00067,Original Set,Elektronik,409,1606000.00,active
PRD-00068,Mini Ball,Elektronik,256,2156000.00,active
PRD-00069,Mega Mat,Minuman,143,14000.00,active
PRD-04150,Original Rice,Makanan,0,71000.00,out_of_stock
PRD-04151,Premium Charger,Pakaian,652,346000.00,active
PRD-04152,Diamond Pack,Peralatan,612,984000.00,active
PRD-04153,Premium Tool,Peralatan,286,1061000.00,active
PRD-04154,Classic Widget,Makanan,0,12000.00,out_of_stock
PRD-04155,Digital Speaker,Elektronik,877,7883000.00,active
PRD-04156,Classic Bottle,Olahraga,718,1745000.00,active
PRD-04157,Mini Keyboard,Makanan,681,18000.00,active
PRD-04158,Fresh Rice,Pakaian,40,432000.00,active
PRD-04159,Classic Gadget,Minuman,816,26000.00,discontinued
PRD-08240,Royal Ball,Pakaian,413,464000.00,active
PRD-08241,Smart Bottle,Elektronik,646,6529000.00,active
PRD-08242,Mega Tool,Elektronik,0,6979000.00,out_of_stock
PRD-08243,Premium Glove,Minuman,0,13000.00,out_of_stock
PRD-08244,Smart Cable,Pakaian,0,293000.00,out_of_stock
PRD-08245,Pro Gadget,Minuman,934,9000.00,active
PRD-08246,Original Tool,Olahraga,840,630000.00,active
PRD-08247,Max Keyboard,Makanan,174,85000.00,active
PRD-08248,Elite Tool,Olahraga,121,1689000.00,active
PRD-08249,Golden Ball,Elektronik,530,3706000.00,active
PRD-00070,Mega Cable,Pakaian,260,175000.00,active
PRD-00071,Original Jacket,Makanan,771,70000.00,active
PRD-00072,Prime Bottle,Elektronik,732,9212000.00,active
PRD-00073,Pro Gadget,Peralatan,215,1819000.00,active
PRD-00074,Natural Glove,Minuman,620,21000.00,active
PRD-00075,Original Tool,Olahraga,927,2082000.00,active
PRD-00076,Digital Bag,Minuman,440,27000.00,active
PRD-00077,Silver Jacket,Elektronik,277,2910000.00,active
PRD-00078,Mega Pants,Pakaian,954,64000.00,active
PRD-00079,Max Jar,Peralatan,0,1733000.00,out_of_stock
PRD-04160,Diamond Bag,Peralatan,204,853000.00,active
PRD-04161,Super Glove,Elektronik,190,9258000.00,active
PRD-04162,Fresh Charger,Pakaian,0,430000.00,out_of_stock
PRD-04163,Silver Bag,Peralatan,386,532000.00,active
PRD-04164,Eco Racket,Pakaian,233,330000.00,active
PRD-04165,Pro Shirt,Peralatan,90,1333000.00,active
PRD-04166,Elite Pack,Peralatan,983,1847000.00,active
PRD-04167,Original Kit,Makanan,519,28000.00,active
PRD-04168,Original Bag,Olahraga,593,1338000.00,active
PRD-04169,Royal Set,Peralatan,669,1083000.00,active
PRD-08250,Digital Gadget,Minuman,16,31000.00,active
PRD-08251,Silver Kit,Pakaian,911,413000.00,active
PRD-08252,Original Jar,Elektronik,240,2385000.00,active
PRD-08253,Silver Charger,Makanan,365,61000.00,active
PRD-08254,Max Charger,Pakaian,616,361000.00,active
PRD-08255,Golden Set,Pakaian,727,101000.00,active
PRD-08256,Elite Charger,Elektronik,227,7873000.00,active
PRD-08257,Elite Set,Pakaian,923,400000.00,active
PRD-08258,Max Widget,Elektronik,730,2731000.00,active
PRD-08259,Classic Tube,Makanan,141,42000.00,active
PRD-00080,Fresh Bottle,Olahraga,675,1909000.00,active
PRD-00081,Classic Box,Minuman,858,11000.00,active
PRD-00082,Ultra Cable,Elektronik,479,6132000.00,active
PRD-00083,Natural Case,Pakaian,548,491000.00,active
PRD-00084,Elite Bottle,Pakaian,577,59000.00,active
PRD-00085,Mini Tube,Minuman,208,19000.00,active
PRD-00086,Premium Bag,Makanan,107,73000.00,active
PRD-00087,Original Rice,Elektronik,543,5583000.00,active
PRD-00088,Elite Racket,Minuman,699,17000.00,active
PRD-00089,Diamond Tool,Olahraga,615,2354000.00,active
PRD-04170,Classic Tool,Elektronik,489,8505000.00,active
PRD-04171,Golden Box,Peralatan,170,1518000.00,active
PRD-04172,Digital Charger,Minuman,934,41000.00,active
PRD-04173,Max Gadget,Olahraga,0,3015000.00,out_of_stock
PRD-04174,Premium Monitor,Elektronik,342,7347000.00,active
PRD-04175,Elite Mouse,Elektronik,0,4307000.00,out_of_stock
PRD-04176,Super Box,Elektronik,850,9517000.00,active
PRD-04177,Pro Keyboard,Makanan,382,53000.00,active
PRD-04178,Digital Pants,Pakaian,374,455000.00,active
PRD-04179,Classic Tool,Peralatan,839,2085000.00,active
PRD-08260,Mega Racket,Olahraga,966,2879000.00,active
PRD-08261,Fresh Drink,Pakaian,919,427000.00,active
PRD-08262,Golden Widget,Elektronik,213,2067000.00,active
PRD-03100,Digital Cable,Minuman,369,11000.00,active
PRD-08263,Classic Box,Peralatan,568,2103000.00,active
PRD-03101,Diamond Case,Elektronik,55,2633000.00,active
PRD-08264,Digital Bag,Minuman,218,38000.00,active
PRD-03102,Ultra Jacket,Olahraga,353,1725000.00,active
PRD-08265,Diamond Glove,Elektronik,211,2856000.00,active
PRD-03103,Fresh Drink,Minuman,366,10000.00,active
PRD-08266,Max Device,Pakaian,70,193000.00,active
PRD-03104,Royal Pack,Makanan,489,22000.00,active
PRD-08267,Elite Pack,Makanan,404,97000.00,discontinued
PRD-03105,Classic Racket,Pakaian,36,74000.00,active
PRD-08268,Super Device,Peralatan,64,700000.00,active
PRD-03106,Royal Set,Olahraga,164,1023000.00,discontinued
PRD-08269,Elite Box,Elektronik,962,1739000.00,active
PRD-03107,Golden Racket,Olahraga,31,1804000.00,active
PRD-00090,Fresh Pack,Olahraga,374,2399000.00,active
PRD-03108,Elite Drink,Elektronik,554,4187000.00,active
PRD-00091,Royal Bag,Olahraga,237,2585000.00,active
PRD-03109,Prime Case,Elektronik,231,1814000.00,active
PRD-00092,Ultra Charger,Pakaian,638,126000.00,active
PRD-00093,Silver Glove,Olahraga,832,586000.00,active
PRD-00094,Premium Widget,Minuman,688,35000.00,active
PRD-00095,Diamond Device,Elektronik,897,4368000.00,active
PRD-00096,Classic Snack,Makanan,621,19000.00,active
PRD-00097,Pro Widget,Elektronik,342,5484000.00,active
PRD-00098,Eco Cup,Olahraga,164,1111000.00,active
PRD-00099,Smart Racket,Makanan,924,84000.00,active
PRD-04180,Mega Racket,Olahraga,746,310000.00,active
PRD-04181,Premium Widget,Pakaian,628,392000.00,active
PRD-04182,Mega Keyboard,Makanan,978,42000.00,active
PRD-04183,Mega Speaker,Peralatan,204,404000.00,active
PRD-04184,Pro Charger,Makanan,156,65000.00,active
PRD-04185,Prime Cable,Olahraga,135,3201000.00,active
PRD-04186,Elite Bag,Pakaian,630,429000.00,active
PRD-04187,Royal Racket,Minuman,944,18000.00,active
PRD-04188,Max Drink,Elektronik,573,3181000.00,active
PRD-04189,Diamond Case,Minuman,568,16000.00,discontinued
PRD-08270,Max Case,Elektronik,542,2456000.00,active
PRD-08271,Golden Racket,Elektronik,669,4536000.00,active
PRD-08272,Golden Monitor,Peralatan,0,740000.00,out_of_stock
PRD-03110,Eco Keyboard,Elektronik,621,1085000.00,active
PRD-08273,Mini Speaker,Peralatan,302,1617000.00,active
PRD-03111,Diamond Pants,Minuman,831,30000.00,active
PRD-08274,Mini Keyboard,Minuman,409,21000.00,active
PRD-03112,Super Widget,Peralatan,738,1066000.00,active
PRD-08275,Fresh Keyboard,Elektronik,755,3451000.00,active
PRD-03113,Fresh Mouse,Olahraga,173,1601000.00,active
PRD-08276,Eco Widget,Olahraga,705,552000.00,active
PRD-03114,Elite Widget,Elektronik,60,3974000.00,active
PRD-08277,Smart Racket,Olahraga,816,1071000.00,active
PRD-03115,Royal Widget,Olahraga,784,2967000.00,active
PRD-08278,Mega Monitor,Peralatan,469,1526000.00,active
PRD-03116,Pro Racket,Olahraga,0,1974000.00,out_of_stock
PRD-08279,Royal Jacket,Pakaian,762,285000.00,active
PRD-03117,Max Mouse,Pakaian,629,159000.00,active
PRD-03118,Premium Monitor,Elektronik,549,5739000.00,active
PRD-03119,Super Monitor,Makanan,46,53000.00,active
PRD-07200,Smart Bag,Minuman,734,45000.00,active
PRD-07201,Diamond Speaker,Makanan,95,75000.00,active
PRD-07202,Super Shirt,Olahraga,473,1079000.00,discontinued
PRD-07203,Classic Mouse,Makanan,812,19000.00,active
PRD-07204,Prime Jacket,Elektronik,127,6701000.00,active
PRD-07205,Natural Cup,Minuman,664,28000.00,active
PRD-07206,Fresh Ball,Pakaian,449,416000.00,active
PRD-07207,Elite Cable,Olahraga,668,2554000.00,active
PRD-04190,Royal Rice,Olahraga,124,922000.00,active
PRD-07208,Premium Bottle,Olahraga,971,1361000.00,active
PRD-04191,Mega Cable,Pakaian,907,276000.00,active
PRD-07209,Diamond Pack,Pakaian,800,307000.00,active
PRD-04192,Golden Tube,Olahraga,579,775000.00,active
PRD-04193,Mega Keyboard,Minuman,215,38000.00,active
PRD-04194,Mega Drink,Pakaian,836,328000.00,active
PRD-04195,Max Shirt,Pakaian,843,250000.00,discontinued
PRD-04196,Premium Rice,Minuman,49,43000.00,active
PRD-04197,Premium Shirt,Peralatan,997,359000.00,active
PRD-04198,Ultra Drink,Minuman,852,11000.00,active
PRD-04199,Max Jar,Minuman,268,10000.00,active
PRD-08280,Original Widget,Olahraga,399,1317000.00,active
PRD-08281,Smart Glove,Minuman,855,5000.00,active
PRD-08282,Max Keyboard,Elektronik,0,3352000.00,out_of_stock
PRD-03120,Super Ball,Minuman,697,17000.00,active
PRD-08283,Smart Bottle,Pakaian,813,361000.00,active
PRD-03121,Fresh Drink,Makanan,272,92000.00,active
PRD-08284,Silver Cable,Pakaian,279,425000.00,active
PRD-03122,Silver Jacket,Pakaian,748,217000.00,active
PRD-08285,Elite Monitor,Minuman,695,35000.00,active
PRD-03123,Ultra Set,Makanan,953,62000.00,active
PRD-08286,Premium Tube,Pakaian,519,498000.00,active
PRD-03124,Classic Speaker,Pakaian,481,342000.00,active
PRD-08287,Ultra Device,Elektronik,80,9960000.00,active
PRD-03125,Original Ball,Makanan,969,94000.00,active
PRD-08288,Digital Cable,Minuman,820,35000.00,active
PRD-03126,Mega Cable,Makanan,625,18000.00,active
PRD-08289,Digital Cup,Olahraga,238,3131000.00,active
PRD-03127,Mini Rice,Olahraga,631,1330000.00,active
PRD-03128,Prime Bag,Minuman,548,8000.00,active
PRD-03129,Classic Monitor,Pakaian,274,185000.00,active
PRD-07210,Premium Cable,Peralatan,607,2132000.00,active
PRD-07211,Diamond Pack,Olahraga,395,1393000.00,active
PRD-07212,Super Monitor,Elektronik,162,4883000.00,active
PRD-07213,Premium Case,Minuman,731,27000.00,active
PRD-07214,Smart Gadget,Makanan,511,52000.00,active
PRD-07215,Max Mouse,Olahraga,397,2386000.00,active
PRD-07216,Smart Charger,Olahraga,0,1721000.00,out_of_stock
PRD-07217,Digital Drink,Elektronik,531,3946000.00,active
PRD-07218,Silver Mouse,Minuman,0,25000.00,out_of_stock
PRD-07219,Mini Jar,Elektronik,0,7211000.00,out_of_stock
PRD-08290,Original Pants,Pakaian,233,421000.00,active
PRD-08291,Diamond Rice,Olahraga,395,526000.00,active
PRD-08292,Silver Racket,Peralatan,966,339000.00,active
PRD-03130,Fresh Monitor,Peralatan,152,1399000.00,discontinued
PRD-08293,Mini Tube,Pakaian,60,421000.00,active
PRD-03131,Fresh Widget,Olahraga,890,1975000.00,active
PRD-08294,Original Pants,Makanan,779,59000.00,active
PRD-03132,Mini Tube,Peralatan,230,265000.00,active
PRD-08295,Premium Shirt,Makanan,776,12000.00,discontinued
PRD-03133,Natural Racket,Makanan,117,62000.00,active
PRD-08296,Pro Bottle,Minuman,439,42000.00,active
PRD-03134,Classic Widget,Olahraga,999,2405000.00,discontinued
PRD-08297,Mini Set,Peralatan,904,2122000.00,active
PRD-03135,Smart Monitor,Elektronik,699,6795000.00,active
PRD-08298,Elite Device,Pakaian,113,245000.00,discontinued
PRD-03136,Pro Cup,Minuman,796,25000.00,active
PRD-08299,Premium Bottle,Peralatan,365,235000.00,active
PRD-03137,Silver Glove,Peralatan,82,909000.00,active
PRD-03138,Digital Racket,Pakaian,465,411000.00,active
PRD-03139,Super Cable,Peralatan,751,287000.00,active
PRD-07220,Diamond Glove,Minuman,480,11000.00,active
PRD-07221,Eco Mouse,Makanan,331,45000.00,active
PRD-07222,Super Bag,Peralatan,18,1256000.00,active
PRD-07223,Premium Cable,Peralatan,674,862000.00,active
PRD-07224,Super Drink,Minuman,0,14000.00,out_of_stock
PRD-07225,Fresh Keyboard,Olahraga,0,851000.00,out_of_stock
PRD-07226,Pro Bag,Makanan,398,46000.00,active
PRD-07227,Original Glove,Minuman,906,38000.00,active
PRD-07228,Max Monitor,Minuman,85,16000.00,active
PRD-07229,Natural Bag,Peralatan,903,1130000.00,active
PRD-03140,Original Gadget,Pakaian,517,431000.00,active
PRD-03141,Classic Tool,Makanan,246,73000.00,active
PRD-03142,Mega Rice,Makanan,496,46000.00,active
PRD-03143,Royal Pants,Minuman,238,23000.00,active
PRD-03144,Digital Widget,Elektronik,58,8890000.00,active
PRD-03145,Digital Ball,Peralatan,70,337000.00,active
PRD-03146,Prime Case,Olahraga,0,810000.00,out_of_stock
PRD-03147,Max Widget,Olahraga,872,1463000.00,active
PRD-03148,Pro Mat,Makanan,528,74000.00,active
PRD-03149,Pro Jacket,Peralatan,967,595000.00,active
PRD-07230,Prime Pants,Elektronik,60,1327000.00,active
PRD-07231,Golden Tool,Makanan,115,44000.00,active
PRD-07232,Fresh Racket,Minuman,44,11000.00,active
PRD-07233,Prime Monitor,Elektronik,922,3193000.00,active
PRD-07234,Diamond Tube,Olahraga,305,1024000.00,active
PRD-07235,Smart Shirt,Olahraga,162,1520000.00,active
PRD-07236,Original Glove,Elektronik,952,7644000.00,active
PRD-07237,Fresh Jar,Peralatan,487,432000.00,active
PRD-07238,Digital Gadget,Peralatan,250,1612000.00,active
PRD-07239,Premium Tool,Elektronik,57,5387000.00,active
PRD-03150,Fresh Charger,Olahraga,591,2554000.00,active
PRD-03151,Natural Gadget,Elektronik,919,2090000.00,active
PRD-03152,Fresh Mouse,Minuman,32,34000.00,active
PRD-03153,Mega Racket,Peralatan,405,2129000.00,active
PRD-03154,Digital Racket,Elektronik,837,7343000.00,active
PRD-03155,Ultra Speaker,Minuman,162,27000.00,active
PRD-03156,Original Speaker,Peralatan,93,1757000.00,active
PRD-03157,Natural Case,Makanan,214,75000.00,active
PRD-03158,Natural Case,Olahraga,377,1862000.00,active
PRD-03159,Golden Jar,Minuman,809,19000.00,active
PRD-07240,Natural Mouse,Pakaian,605,407000.00,active
PRD-07241,Diamond Bag,Olahraga,424,2217000.00,active
PRD-07242,Elite Shirt,Peralatan,779,951000.00,active
PRD-07243,Super Mouse,Peralatan,891,958000.00,active
PRD-07244,Pro Rice,Pakaian,314,215000.00,active
PRD-07245,Classic Speaker,Olahraga,0,2732000.00,out_of_stock
PRD-07246,Fresh Jacket,Makanan,0,64000.00,out_of_stock
PRD-07247,Original Shirt,Peralatan,638,935000.00,active
PRD-07248,Original Rice,Elektronik,204,4886000.00,active
PRD-07249,Ultra Case,Minuman,576,23000.00,active
PRD-03160,Royal Cup,Makanan,954,73000.00,active
PRD-03161,Classic Set,Peralatan,431,729000.00,active
PRD-03162,Royal Jar,Pakaian,673,306000.00,active
PRD-03163,Golden Mat,Pakaian,640,64000.00,active
PRD-03164,Royal Pack,Elektronik,141,4168000.00,active
PRD-03165,Classic Kit,Elektronik,995,6613000.00,active
PRD-03166,Pro Mat,Peralatan,343,921000.00,active
PRD-03167,Prime Jar,Peralatan,362,1463000.00,active
PRD-03168,Mega Glove,Peralatan,758,405000.00,active
PRD-03169,Original Rice,Peralatan,874,1154000.00,active
PRD-07250,Prime Charger,Makanan,601,73000.00,active
PRD-07251,Royal Jacket,Peralatan,351,729000.00,active
PRD-07252,Royal Kit,Olahraga,813,3276000.00,active
PRD-07253,Natural Set,Olahraga,905,1066000.00,active
PRD-07254,Eco Widget,Minuman,772,47000.00,active
PRD-07255,Fresh Widget,Olahraga,391,2839000.00,discontinued
PRD-07256,Classic Bag,Olahraga,840,347000.00,active
PRD-07257,Premium Set,Makanan,276,21000.00,active
PRD-07258,Royal Mouse,Elektronik,0,4720000.00,out_of_stock
PRD-07259,Golden Bag,Pakaian,640,119000.00,active
PRD-03170,Pro Keyboard,Minuman,196,14000.00,active
PRD-03171,Pro Speaker,Minuman,487,42000.00,active
PRD-03172,Ultra Case,Olahraga,664,2638000.00,active
PRD-03173,Natural Cable,Minuman,872,46000.00,active
PRD-03174,Premium Ball,Pakaian,963,129000.00,active
PRD-03175,Smart Jar,Peralatan,111,253000.00,active
PRD-03176,Original Case,Makanan,708,63000.00,active
PRD-03177,Silver Tool,Minuman,228,6000.00,active
PRD-03178,Mini Charger,Makanan,984,91000.00,active
PRD-03179,Smart Monitor,Peralatan,824,1100000.00,active
PRD-07260,Silver Keyboard,Olahraga,548,2663000.00,active
PRD-07261,Mini Monitor,Makanan,855,80000.00,active
PRD-07262,Mega Box,Peralatan,444,543000.00,active
PRD-02100,Prime Ball,Olahraga,510,1285000.00,active
PRD-07263,Premium Device,Elektronik,575,8270000.00,active
PRD-02101,Eco Box,Minuman,609,12000.00,active
PRD-07264,Golden Bag,Pakaian,53,351000.00,active
PRD-02102,Ultra Glove,Peralatan,729,1572000.00,active
PRD-07265,Premium Kit,Olahraga,573,552000.00,active
PRD-02103,Classic Ball,Olahraga,0,641000.00,out_of_stock
PRD-07266,Smart Racket,Olahraga,279,589000.00,active
PRD-02104,Ultra Tool,Peralatan,133,1520000.00,active
PRD-07267,Ultra Bag,Olahraga,156,3184000.00,active
PRD-02105,Classic Pack,Minuman,741,5000.00,active
PRD-07268,Eco Mat,Pakaian,211,186000.00,active
PRD-02106,Super Kit,Pakaian,4,384000.00,active
PRD-07269,Diamond Tube,Peralatan,381,754000.00,active
PRD-02107,Classic Rice,Olahraga,177,1683000.00,active
PRD-02108,Pro Snack,Makanan,177,13000.00,active
PRD-02109,Elite Bottle,Peralatan,275,886000.00,active
PRD-03180,Super Charger,Minuman,931,15000.00,active
PRD-03181,Prime Rice,Minuman,674,8000.00,active
PRD-03182,Prime Mat,Elektronik,778,4415000.00,active
PRD-03183,Eco Gadget,Pakaian,428,206000.00,active
PRD-03184,Mega Glove,Pakaian,323,104000.00,active
PRD-03185,Diamond Drink,Makanan,956,77000.00,active
PRD-03186,Royal Case,Minuman,669,16000.00,active
PRD-03187,Original Mouse,Olahraga,638,2106000.00,active
PRD-03188,Ultra Jacket,Olahraga,821,1613000.00,active
PRD-03189,Elite Ball,Peralatan,707,1887000.00,active
PRD-07270,Golden Gadget,Peralatan,447,1053000.00,active
PRD-07271,Mini Bottle,Elektronik,433,1919000.00,active
PRD-07272,Smart Pack,Olahraga,10,2366000.00,discontinued
PRD-02110,Royal Rice,Pakaian,993,481000.00,active
PRD-07273,Mini Speaker,Peralatan,69,1740000.00,active
PRD-02111,Fresh Cable,Olahraga,0,1716000.00,out_of_stock
PRD-07274,Mini Device,Pakaian,874,123000.00,active
